supplier,region,postcode,scraped_at,tariff_name,elec_unit_rate_p,elec_day_rate_p,elec_night_rate_p,elec_standing_p,gas_unit_rate_p,gas_standing_p,exit_fee_gbp,contract_months,error
british_gas,Eastern,IP4 5ET,2026-02-06T04:15:37.454395,Fixed Tariff Feb27 v3,25.675,,,47.703,5.55,33.102,£50 per fuel,,
british_gas,East Midlands,DE23 6JJ,2026-02-06T04:16:32.742788,Fixed Tariff Feb27 v3,24.722,,,48.537,5.523,33.185,£50 per fuel,,
british_gas,London,N5 2SD,2026-02-06T04:17:32.636053,Fixed Tariff Feb27 v3,24.757,,,45.508,5.761,34.005,£50 per fuel,,
british_gas,North Wales & Merseyside,L3 2BN,2026-02-06T04:20:10.562055,Fixed Tariff Feb27 v3,26.447,,,69.399,5.803,33.867,£50 per fuel,,
british_gas,West Midlands,SY2 6HL,2026-02-06T04:21:12.842365,Fixed Tariff Feb27 v3,24.822,,,52.453,5.571,33.487,£50 per fuel,,
british_gas,North East,NE2 1UY,2026-02-06T04:22:11.381103,Fixed Tariff Feb27 v3,24.815,,,59.316,5.639,33.579,£50 per fuel,,
british_gas,North West,PR4 2NB,2026-02-06T04:24:52.217443,Fixed Tariff Feb27 v3,25.281,,,50.609,5.393,33.608,£50 per fuel,,
british_gas,South East,BN2 7HQ,2026-02-06T04:25:55.082818,Fixed Tariff Feb27 v3,25.928,,,47.047,5.591,33.036,£50 per fuel,,
british_gas,Southern,BH6 4AS,2026-02-06T04:26:50.287018,Fixed Tariff Feb27 v3,25.632,,,44.076,5.678,32.915,£50 per fuel,,
british_gas,South Wales,CF14 2DY,2026-02-06T04:29:28.598753,Fixed Tariff Feb27 v3,26.169,,,51.141,5.805,33.735,£50 per fuel,,
british_gas,South West,PL9 7BS,2026-02-06T04:30:28.765076,Fixed Tariff Feb27 v3,26.17,,,53.485,5.875,33.076,£50 per fuel,,
british_gas,Yorkshire,YO31 1DT,2026-02-06T04:31:29.833319,Fixed Tariff Feb27 v3,24.815,,,59.316,5.639,33.579,£50 per fuel,,
british_gas,North Scotland,AB24 3EN,2026-02-06T04:33:49.492443,Fixed Tariff Feb27 v3,25.64,,,60.45,5.527,33.648,£50 per fuel,,
british_gas,South Scotland,G20 6NQ,2026-02-06T04:35:00.813123,Fixed Tariff Feb27 v3,25.216,,,56.002,5.607,33.677,£50 per fuel,,
ovo,Eastern,IP4 5ET,2026-02-06T04:14:15.583332,1 Year Fixed,26.97,,,58.19,5.96,24.83,£50 per fuel,,
ovo,East Midlands,DE23 6JJ,2026-02-06T04:15:49.150344,1 Year Fixed,26.02,,,58.11,5.91,24.92,£50 per fuel,,
ovo,London,N5 2SD,2026-02-06T04:17:17.154555,1 Year Fixed,26.6,,,50.99,6.16,25.64,£50 per fuel,,
ovo,North Wales & Merseyside,L3 2BN,2026-02-06T04:20:22.903229,1 Year Fixed,28.11,,,75.14,6.06,25.58,£50 per fuel,,
ovo,West Midlands,SY2 6HL,2026-02-06T04:21:48.622069,1 Year Fixed,26.05,,,63.49,6.0,25.19,£50 per fuel,,
ovo,North East,NE2 1UY,2026-02-06T04:23:25.339915,1 Year Fixed,26.06,,,68.24,6.06,25.31,£50 per fuel,,
ovo,North West,PR4 2NB,2026-02-06T04:26:39.634363,1 Year Fixed,6.03,,,54.03,29.35,25.33,£50 per fuel,,
ovo,South East,BN2 7HQ,2026-02-06T04:28:21.869433,1 Year Fixed,27.18,,,58.44,6.03,24.79,£50 per fuel,,
ovo,Southern,BH6 4AS,2026-02-06T04:29:50.586074,1 Year Fixed,26.92,,,54.3,6.22,24.66,£50 per fuel,,
ovo,South Wales,CF14 2DY,2026-02-06T04:32:58.332573,1 Year Fixed,27.07,,,61.88,6.1,25.47,£50 per fuel,,
ovo,South West,PL9 7BS,2026-02-06T04:34:27.504492,1 Year Fixed,27.13,,,62.28,6.22,24.8,£50 per fuel,,
ovo,Yorkshire,YO31 1DT,2026-02-06T04:35:56.751549,1 Year Fixed,26.06,,,68.24,6.06,25.31,£50 per fuel,,
ovo,North Scotland,AB24 3EN,2026-02-06T04:38:58.954416,1 Year Fixed,27.28,,,63.39,6.02,25.38,£50 per fuel,,
ovo,South Scotland,G20 6NQ,2026-02-06T04:40:32.336031,1 Year Fixed,26.57,,,67.54,6.02,25.4,£50 per fuel,,
octopus,Eastern,IP4 5ET,2026-02-06T04:14:21.035860,Agile Octopus,20.16,,,48.788145,,,£0,,
octopus,East Midlands,DE23 6JJ,2026-02-06T04:14:21.035871,Agile Octopus,19.2045,,,54.84696,,,£0,,
octopus,London,N5 2SD,2026-02-06T04:14:21.035878,Agile Octopus,19.2045,,,39.535125,,,£0,,
octopus,North Wales & Merseyside,L3 2BN,2026-02-06T04:14:21.035881,Agile Octopus,21.126,,,65.83542,,,£0,,
octopus,West Midlands,SY2 6HL,2026-02-06T04:14:21.035884,Agile Octopus,20.16,,,61.56108,,,£0,,
octopus,North East,NE2 1UY,2026-02-06T04:14:21.035886,Agile Octopus,20.16,,,70.04823,,,£0,,
octopus,North West,PR4 2NB,2026-02-06T04:14:21.035889,Agile Octopus,20.16,,,49.98336,,,£0,,
octopus,Southern,BH6 4AS,2026-02-06T04:14:21.035893,Agile Octopus,20.16,,,62.224785,,,£0,,
octopus,South East,BN2 7HQ,2026-02-06T04:14:21.035896,Agile Octopus,21.126,,,55.78566,,,£0,,
octopus,South Wales,CF14 2DY,2026-02-06T04:14:21.035899,Agile Octopus,21.126,,,62.064135,,,£0,,
octopus,South West,PL9 7BS,2026-02-06T04:14:21.035901,Agile Octopus,22.0815,,,66.066105,,,£0,,
octopus,Yorkshire,YO31 1DT,2026-02-06T04:14:21.035904,Agile Octopus,19.2045,,,66.26277,,,£0,,
octopus,South Scotland,G20 6NQ,2026-02-06T04:14:21.035908,Agile Octopus,20.16,,,62.11863,,,£0,,
octopus,North Scotland,AB24 3EN,2026-02-06T04:14:21.035910,Agile Octopus,23.0475,,,59.928225,,,£0,,
octopus,Eastern,IP4 5ET,2026-02-06T04:14:21.470989,Cosy Octopus,14.62608,,,48.388515,,,£0,,
octopus,East Midlands,DE23 6JJ,2026-02-06T04:14:21.471001,Cosy Octopus,14.08806,,,48.31659,,,£0,,
octopus,London,N5 2SD,2026-02-06T04:14:21.471004,Cosy Octopus,14.131005,,,45.465735,,,£0,,
octopus,North Wales & Merseyside,L3 2BN,2026-02-06T04:14:21.471007,Cosy Octopus,15.283905,,,69.026055,,,£0,,
octopus,West Midlands,SY2 6HL,2026-02-06T04:14:21.471009,Cosy Octopus,14.137935,,,52.493595,,,£0,,
octopus,North East,NE2 1UY,2026-02-06T04:14:21.471012,Cosy Octopus,14.01855,,,58.897125,,,£0,,
octopus,North West,PR4 2NB,2026-02-06T04:14:21.471014,Cosy Octopus,14.9457,,,50.28996,,,£0,,
octopus,Southern,BH6 4AS,2026-02-06T04:14:21.471016,Cosy Octopus,14.596155,,,44.50782,,,£0,,
octopus,South East,BN2 7HQ,2026-02-06T04:14:21.471018,Cosy Octopus,14.841015,,,47.76429,,,£0,,
octopus,South Wales,CF14 2DY,2026-02-06T04:14:21.471020,Cosy Octopus,14.79387,,,50.48274,,,£0,,
octopus,South West,PL9 7BS,2026-02-06T04:14:21.471022,Cosy Octopus,14.788305,,,54.389265,,,£0,,
octopus,Yorkshire,YO31 1DT,2026-02-06T04:14:21.471024,Cosy Octopus,13.96521,,,57.84429,,,£0,,
octopus,South Scotland,G20 6NQ,2026-02-06T04:14:21.471027,Cosy Octopus,14.24304,,,57.28044,,,£0,,
octopus,North Scotland,AB24 3EN,2026-02-06T04:14:21.471029,Cosy Octopus,14.916615,,,61.67889,,,£0,,
octopus,Eastern,IP4 5ET,2026-02-06T04:14:21.913924,Cosy Octopus 12M Fixed,28.649355,,,47.7036,,,£25 per fuel,,
octopus,East Midlands,DE23 6JJ,2026-02-06T04:14:21.913936,Cosy Octopus 12M Fixed,27.59547,,,47.631675,,,£25 per fuel,,
octopus,London,N5 2SD,2026-02-06T04:14:21.913940,Cosy Octopus 12M Fixed,27.67968,,,44.78082,,,£25 per fuel,,
octopus,North Wales & Merseyside,L3 2BN,2026-02-06T04:14:21.913944,Cosy Octopus 12M Fixed,29.93802,,,68.34114,,,£25 per fuel,,
octopus,West Midlands,SY2 6HL,2026-02-06T04:14:21.913947,Cosy Octopus 12M Fixed,27.693225,,,51.80868,,,£25 per fuel,,
octopus,North East,NE2 1UY,2026-02-06T04:14:21.913950,Cosy Octopus 12M Fixed,27.459495,,,58.21221,,,£25 per fuel,,
octopus,North West,PR4 2NB,2026-02-06T04:14:21.913957,Cosy Octopus 12M Fixed,29.275575,,,49.605045,,,£25 per fuel,,
octopus,Southern,BH6 4AS,2026-02-06T04:14:21.913961,Cosy Octopus 12M Fixed,28.59087,,,43.822905,,,£25 per fuel,,
octopus,South East,BN2 7HQ,2026-02-06T04:14:21.913964,Cosy Octopus 12M Fixed,29.070405,,,47.07927,,,£25 per fuel,,
octopus,South Wales,CF14 2DY,2026-02-06T04:14:21.913966,Cosy Octopus 12M Fixed,28.978215,,,49.797825,,,£25 per fuel,,
octopus,South West,PL9 7BS,2026-02-06T04:14:21.913969,Cosy Octopus 12M Fixed,28.96719,,,53.70435,,,£25 per fuel,,
octopus,Yorkshire,YO31 1DT,2026-02-06T04:14:21.913971,Cosy Octopus 12M Fixed,27.354915,,,57.15927,,,£25 per fuel,,
octopus,South Scotland,G20 6NQ,2026-02-06T04:14:21.913978,Cosy Octopus 12M Fixed,27.89913,,,56.595525,,,£25 per fuel,,
