supplier,region,postcode,scraped_at,tariff_name,elec_unit_rate_p,elec_day_rate_p,elec_night_rate_p,elec_standing_p,gas_unit_rate_p,gas_standing_p,exit_fee_gbp,contract_months,error
british_gas,Eastern,IP4 5ET,2026-03-06T04:09:50.108156,Fixed Tariff Mar27 v2,28.742,,,55.689,6.662,35.591,£75 per fuel,,
british_gas,East Midlands,DE23 6JJ,2026-03-06T04:11:01.413341,Fixed Tariff Mar27 v2,27.609,,,55.3,6.605,35.591,£75 per fuel,,
british_gas,London,N5 2SD,2026-03-06T04:14:49.146723,,,,,,,,,,"Timeout: Locator.wait_for: Timeout 20000ms exceeded.
Call log:
  - waiting for locator(""#address-select"") to be visible
"
british_gas,North Wales & Merseyside,L3 2BN,2026-03-06T04:17:21.830798,Fixed Tariff Mar27 v2,30.014,,,71.04,6.685,35.591,£75 per fuel,,
british_gas,West Midlands,SY2 6HL,2026-03-06T04:19:30.237733,Fixed Tariff Mar27 v2,27.862,,,60.897,6.693,35.591,£75 per fuel,,
british_gas,North East,NE2 1UY,2026-03-06T04:20:44.255286,Fixed Tariff Mar27 v2,27.802,,,65.233,6.644,35.591,£75 per fuel,,
british_gas,North West,PR4 2NB,2026-03-06T04:23:15.144539,Fixed Tariff Mar27 v2,28.646,,,49.389,6.653,35.591,£75 per fuel,,
british_gas,South East,BN2 7HQ,2026-03-06T04:26:53.000723,,,,,,,,,,"Timeout: Locator.wait_for: Timeout 20000ms exceeded.
Call log:
  - waiting for locator(""#address-select"") to be visible
"
british_gas,Southern,BH6 4AS,2026-03-06T04:29:04.579820,Fixed Tariff Mar27 v2,28.944,,,51.909,6.948,35.591,£75 per fuel,,
british_gas,South Wales,CF14 2DY,2026-03-06T04:32:32.839487,Fixed Tariff Mar27 v2,28.849,,,58.975,6.807,35.591,£75 per fuel,,
british_gas,South West,PL9 7BS,2026-03-06T04:36:13.725804,,,,,,,,,,"Timeout: Locator.wait_for: Timeout 20000ms exceeded.
Call log:
  - waiting for locator(""#address-select"") to be visible
"
british_gas,Yorkshire,YO31 1DT,2026-03-06T04:39:52.840272,Fixed Tariff Mar27 v2,27.802,,,65.233,6.644,35.591,£75 per fuel,,
british_gas,North Scotland,AB24 3EN,2026-03-06T04:43:05.553666,Fixed Tariff Mar27 v2,29.307,,,58.723,6.607,35.591,£75 per fuel,,
british_gas,South Scotland,G20 6NQ,2026-03-06T04:45:11.751526,Fixed Tariff Mar27 v2,28.283,,,64.855,6.607,35.591,£75 per fuel,,
ovo,Eastern,IP4 5ET,2026-03-06T04:09:39.080153,Simpler Energy,27.88,,,49.33,5.87,34.74,£0 per fuel,,
ovo,East Midlands,DE23 6JJ,2026-03-06T04:11:24.783769,Simpler Energy,26.89,,,50.17,5.79,34.82,£0 per fuel,,
ovo,London,N5 2SD,2026-03-06T04:13:02.205688,Simpler Energy,27.0,,,47.11,6.03,35.63,£0 per fuel,,
ovo,North Wales & Merseyside,L3 2BN,2026-03-06T04:16:24.688300,Simpler Energy,29.09,,,71.01,5.94,35.49,£0 per fuel,,
ovo,West Midlands,SY2 6HL,2026-03-06T04:18:06.889413,Simpler Energy,26.99,,,54.08,5.85,35.12,£0 per fuel,,
ovo,North East,NE2 1UY,2026-03-06T04:19:53.811361,Simpler Energy,26.75,,,60.93,5.93,35.21,£0 per fuel,,
ovo,North West,PR4 2NB,2026-03-06T04:23:39.673476,Simpler Energy,5.89,,,51.49,31.2,35.23,£0 per fuel,,
ovo,South East,BN2 7HQ,2026-03-06T04:25:41.884360,Simpler Energy,28.27,,,48.66,5.83,34.68,£0 per fuel,,
ovo,Southern,BH6 4AS,2026-03-06T04:27:31.912924,Simpler Energy,27.83,,,45.7,6.0,34.55,£0 per fuel,,
ovo,South Wales,CF14 2DY,2026-03-06T04:31:37.670344,Simpler Energy,28.18,,,52.75,6.11,35.35,£0 per fuel,,
ovo,South West,PL9 7BS,2026-03-06T04:33:16.835009,Simpler Energy,28.16,,,55.11,6.15,34.71,£0 per fuel,,
ovo,Yorkshire,YO31 1DT,2026-03-06T04:35:04.809495,Simpler Energy,26.75,,,60.93,5.93,35.21,£0 per fuel,,
ovo,North Scotland,AB24 3EN,2026-03-06T04:38:18.165444,Simpler Energy,28.36,,,62.06,5.89,35.28,£0 per fuel,,
ovo,South Scotland,G20 6NQ,2026-03-06T04:40:02.773541,Simpler Energy,27.18,,,57.62,5.89,35.3,£0 per fuel,,
octopus,Eastern,IP4 5ET,2026-03-06T04:09:43.896291,Agile Octopus,25.3365,,,48.788145,,,£0,,
octopus,East Midlands,DE23 6JJ,2026-03-06T04:09:43.896303,Agile Octopus,24.129,,,54.84696,,,£0,,
octopus,London,N5 2SD,2026-03-06T04:09:43.896306,Agile Octopus,24.129,,,39.535125,,,£0,,
octopus,North Wales & Merseyside,L3 2BN,2026-03-06T04:09:43.896309,Agile Octopus,26.544,,,65.83542,,,£0,,
octopus,West Midlands,SY2 6HL,2026-03-06T04:09:43.896312,Agile Octopus,25.3365,,,61.56108,,,£0,,
octopus,North East,NE2 1UY,2026-03-06T04:09:43.896315,Agile Octopus,25.3365,,,70.04823,,,£0,,
octopus,North West,PR4 2NB,2026-03-06T04:09:43.896317,Agile Octopus,25.3365,,,49.98336,,,£0,,
octopus,Southern,BH6 4AS,2026-03-06T04:09:43.896322,Agile Octopus,25.3365,,,62.224785,,,£0,,
octopus,South East,BN2 7HQ,2026-03-06T04:09:43.896325,Agile Octopus,26.544,,,55.78566,,,£0,,
octopus,South Wales,CF14 2DY,2026-03-06T04:09:43.896328,Agile Octopus,26.544,,,62.064135,,,£0,,
octopus,South West,PL9 7BS,2026-03-06T04:09:43.896330,Agile Octopus,27.7515,,,66.066105,,,£0,,
octopus,Yorkshire,YO31 1DT,2026-03-06T04:09:43.896337,Agile Octopus,24.129,,,66.26277,,,£0,,
octopus,South Scotland,G20 6NQ,2026-03-06T04:09:43.896340,Agile Octopus,25.3365,,,62.11863,,,£0,,
octopus,North Scotland,AB24 3EN,2026-03-06T04:09:43.896342,Agile Octopus,28.959,,,59.928225,,,£0,,
octopus,Eastern,IP4 5ET,2026-03-06T04:09:44.886675,Octopus Go 6M Fixed,35.777805,,,48.388515,,,£25 per fuel,,
octopus,East Midlands,DE23 6JJ,2026-03-06T04:09:44.886691,Octopus Go 6M Fixed,33.88014,,,48.31659,,,£25 per fuel,,
octopus,London,N5 2SD,2026-03-06T04:09:44.886697,Octopus Go 6M Fixed,34.18674,,,45.465735,,,£25 per fuel,,
octopus,North Wales & Merseyside,L3 2BN,2026-03-06T04:09:44.886702,Octopus Go 6M Fixed,37.10616,,,69.026055,,,£25 per fuel,,
octopus,West Midlands,SY2 6HL,2026-03-06T04:09:44.886715,Octopus Go 6M Fixed,33.602835,,,52.493595,,,£25 per fuel,,
octopus,North East,NE2 1UY,2026-03-06T04:09:44.886719,Octopus Go 6M Fixed,33.923925,,,58.897125,,,£25 per fuel,,
octopus,North West,PR4 2NB,2026-03-06T04:09:44.886724,Octopus Go 6M Fixed,35.237685,,,50.28996,,,£25 per fuel,,
octopus,Southern,BH6 4AS,2026-03-06T04:09:44.886729,Octopus Go 6M Fixed,35.208495,,,44.50782,,,£25 per fuel,,
octopus,South East,BN2 7HQ,2026-03-06T04:09:44.886734,Octopus Go 6M Fixed,35.982135,,,47.76429,,,£25 per fuel,,
octopus,South Wales,CF14 2DY,2026-03-06T04:09:44.886739,Octopus Go 6M Fixed,35.354445,,,50.48274,,,£25 per fuel,,
octopus,South West,PL9 7BS,2026-03-06T04:09:44.886744,Octopus Go 6M Fixed,35.865375,,,54.389265,,,£25 per fuel,,
octopus,Yorkshire,YO31 1DT,2026-03-06T04:09:44.886750,Octopus Go 6M Fixed,33.267045,,,57.84429,,,£25 per fuel,,
octopus,South Scotland,G20 6NQ,2026-03-06T04:09:44.886756,Octopus Go 6M Fixed,34.668375,,,57.28044,,,£25 per fuel,,
octopus,North Scotland,AB24 3EN,2026-03-06T04:09:44.886761,Octopus Go 6M Fixed,35.93835,,,61.67889,,,£25 per fuel,,
octopus,Eastern,IP4 5ET,2026-03-06T04:09:45.379066,Intelligent Octopus Go 6M Fixed,35.777805,,,48.388515,,,£25 per fuel,,
octopus,East Midlands,DE23 6JJ,2026-03-06T04:09:45.379077,Intelligent Octopus Go 6M Fixed,33.88014,,,48.31659,,,£25 per fuel,,
octopus,London,N5 2SD,2026-03-06T04:09:45.379082,Intelligent Octopus Go 6M Fixed,34.18674,,,45.465735,,,£25 per fuel,,
octopus,North Wales & Merseyside,L3 2BN,2026-03-06T04:09:45.379085,Intelligent Octopus Go 6M Fixed,37.10616,,,69.026055,,,£25 per fuel,,
octopus,West Midlands,SY2 6HL,2026-03-06T04:09:45.379088,Intelligent Octopus Go 6M Fixed,33.602835,,,52.493595,,,£25 per fuel,,
octopus,North East,NE2 1UY,2026-03-06T04:09:45.379091,Intelligent Octopus Go 6M Fixed,33.923925,,,58.897125,,,£25 per fuel,,
octopus,North West,PR4 2NB,2026-03-06T04:09:45.379093,Intelligent Octopus Go 6M Fixed,35.237685,,,50.28996,,,£25 per fuel,,
octopus,Southern,BH6 4AS,2026-03-06T04:09:45.379096,Intelligent Octopus Go 6M Fixed,35.208495,,,44.50782,,,£25 per fuel,,
octopus,South East,BN2 7HQ,2026-03-06T04:09:45.379099,Intelligent Octopus Go 6M Fixed,35.982135,,,47.76429,,,£25 per fuel,,
octopus,South Wales,CF14 2DY,2026-03-06T04:09:45.379101,Intelligent Octopus Go 6M Fixed,35.354445,,,50.48274,,,£25 per fuel,,
octopus,South West,PL9 7BS,2026-03-06T04:09:45.379104,Intelligent Octopus Go 6M Fixed,35.865375,,,54.389265,,,£25 per fuel,,
octopus,Yorkshire,YO31 1DT,2026-03-06T04:09:45.379106,Intelligent Octopus Go 6M Fixed,33.267045,,,57.84429,,,£25 per fuel,,
octopus,South Scotland,G20 6NQ,2026-03-06T04:09:45.379109,Intelligent Octopus Go 6M Fixed,34.668375,,,57.28044,,,£25 per fuel,,
octopus,North Scotland,AB24 3EN,2026-03-06T04:09:45.379112,Intelligent Octopus Go 6M Fixed,35.93835,,,61.67889,,,£25 per fuel,,
octopus,Eastern,IP4 5ET,2026-03-06T04:09:46.223071,Intelligent Octopus Go - EV Saver,32.200035,,,48.388515,,,£0,,
octopus,East Midlands,DE23 6JJ,2026-03-06T04:09:46.223083,Intelligent Octopus Go - EV Saver,30.49221,,,48.31659,,,£0,,
octopus,London,N5 2SD,2026-03-06T04:09:46.223086,Intelligent Octopus Go - EV Saver,30.768045,,,45.465735,,,£0,,
octopus,North Wales & Merseyside,L3 2BN,2026-03-06T04:09:46.223089,Intelligent Octopus Go - EV Saver,33.395565,,,69.026055,,,£0,,
octopus,West Midlands,SY2 6HL,2026-03-06T04:09:46.223091,Intelligent Octopus Go - EV Saver,30.24252,,,52.493595,,,£0,,
octopus,North East,NE2 1UY,2026-03-06T04:09:46.223093,Intelligent Octopus Go - EV Saver,30.531585,,,58.897125,,,£0,,
octopus,North West,PR4 2NB,2026-03-06T04:09:46.223095,Intelligent Octopus Go - EV Saver,31.71399,,,50.28996,,,£0,,
octopus,Southern,BH6 4AS,2026-03-06T04:09:46.223098,Intelligent Octopus Go - EV Saver,31.687635,,,44.50782,,,£0,,
octopus,South East,BN2 7HQ,2026-03-06T04:09:46.223100,Intelligent Octopus Go - EV Saver,32.383995,,,47.76429,,,£0,,
octopus,South Wales,CF14 2DY,2026-03-06T04:09:46.223102,Intelligent Octopus Go - EV Saver,31.819095,,,50.48274,,,£0,,
octopus,South West,PL9 7BS,2026-03-06T04:09:46.223104,Intelligent Octopus Go - EV Saver,32.27889,,,54.389265,,,£0,,
octopus,Yorkshire,YO31 1DT,2026-03-06T04:09:46.223106,Intelligent Octopus Go - EV Saver,29.940435,,,57.84429,,,£0,,
octopus,South Scotland,G20 6NQ,2026-03-06T04:09:46.223109,Intelligent Octopus Go - EV Saver,31.20159,,,57.28044,,,£0,,
octopus,North Scotland,AB24 3EN,2026-03-06T04:09:46.223111,Intelligent Octopus Go - EV Saver,32.344515,,,61.67889,,,£0,,
octopus,Eastern,IP4 5ET,2026-03-06T04:09:46.884373,Octopus 12M Fixed,30.116205,,,47.977125,6.572685,33.37593,£75 per fuel,,
octopus,East Midlands,DE23 6JJ,2026-03-06T04:09:46.884386,Octopus 12M Fixed,28.71561,,,48.81135,6.59211,33.4593,£75 per fuel,,
octopus,London,N5 2SD,2026-03-06T04:09:46.884390,Octopus 12M Fixed,28.332885,,,45.782205,7.053375,34.27914,£75 per fuel,,
octopus,North Wales & Merseyside,L3 2BN,2026-03-06T04:09:46.884393,Octopus 12M Fixed,31.01259,,,69.673275,6.96612,34.141065,£75 per fuel,,
octopus,West Midlands,SY2 6HL,2026-03-06T04:09:46.884396,Octopus 12M Fixed,29.026935,,,52.72659,6.70047,33.761385,£75 per fuel,,
octopus,North East,NE2 1UY,2026-03-06T04:09:46.884399,Octopus 12M Fixed,28.96866,,,59.59044,6.72966,33.85347,£75 per fuel,,
octopus,North West,PR4 2NB,2026-03-06T04:09:46.884402,Octopus 12M Fixed,28.73892,,,50.88258,6.693645,33.88224,£75 per fuel,,
octopus,Southern,BH6 4AS,2026-03-06T04:09:46.884404,Octopus 12M Fixed,29.856855,,,44.349585,7.007595,33.188925,£75 per fuel,,
octopus,South East,BN2 7HQ,2026-03-06T04:09:46.884407,Octopus 12M Fixed,30.481605,,,47.32119,6.84516,33.309675,£75 per fuel,,
octopus,South Wales,CF14 2DY,2026-03-06T04:09:46.884410,Octopus 12M Fixed,30.06948,,,51.414825,6.92664,34.008765,£75 per fuel,,
octopus,South West,PL9 7BS,2026-03-06T04:09:46.884413,Octopus 12M Fixed,30.112845,,,53.759265,7.02282,33.349995,£75 per fuel,,
octopus,Yorkshire,YO31 1DT,2026-03-06T04:09:46.884416,Octopus 12M Fixed,28.78827,,,58.373595,6.81555,33.83037,£75 per fuel,,
octopus,South Scotland,G20 6NQ,2026-03-06T04:09:46.884419,Octopus 12M Fixed,29.84058,,,56.27643,6.68724,33.951225,£75 per fuel,,
octopus,North Scotland,AB24 3EN,2026-03-06T04:09:46.884422,Octopus 12M Fixed,29.75469,,,60.72381,6.69165,33.922455,£75 per fuel,,
scottish_power,Eastern,IP4 5ET,2026-03-06T04:15:14.747024,,,,,,,,,,No rates extracted
scottish_power,East Midlands,DE23 6JJ,2026-03-06T04:23:01.623403,,,,,,,,,,No rates extracted
scottish_power,London,N5 2SD,2026-03-06T04:30:42.636486,,,,,,,,,,No rates extracted
edf,Eastern,IP4 5ET,2026-03-06T04:09:53.162877,,,,,,,,,,No valid address found after 15 attempts
edf,East Midlands,DE23 6JJ,2026-03-06T04:23:49.292811,,,,,,,,,,No valid address found after 15 attempts
edf,London,N5 2SD,2026-03-06T04:37:38.587361,,,,,,,,,,No valid address found after 15 attempts
fuse_energy,Eastern,IP4 5ET,2026-03-06T04:09:57.967282,Fixed (13m) v6,25.81,,,45.43,7.52,23.16,£50.00,,
fuse_energy,East Midlands,DE23 6JJ,2026-03-06T04:10:48.732634,Fixed (13m) v6,24.84,,,45.32,5.77,32.99,£50.00,,
fuse_energy,London,N5 2SD,2026-03-06T04:11:40.527255,Fixed (13m) v6,25.8,,,38.25,6.0,33.75,£50.00,,
fuse_energy,North Wales & Merseyside,L3 2BN,2026-03-06T04:12:37.344050,Fixed (13m) v6,26.99,,,63.29,5.91,33.61,£50.00,,
fuse_energy,West Midlands,SY2 6HL,2026-03-06T04:13:27.962393,Fixed (13m) v6,24.95,,,50.16,5.83,33.26,£50.00,,
fuse_energy,North East,NE2 1UY,2026-03-06T04:14:37.808189,Fixed (13m) v6,25.63,,,53.89,5.9,33.35,£50.00,,
fuse_energy,North West,PR4 2NB,2026-03-06T04:15:39.031963,Fixed (13m) v6,25.76,,,46.19,5.87,33.38,£50.00,,
fuse_energy,South East,BN2 7HQ,2026-03-06T04:17:01.115420,Fixed (13m) v6,26.86,,,44.69,5.81,32.84,£50.00,,
fuse_energy,Southern,BH6 4AS,2026-03-06T04:18:00.418897,Fixed (13m) v6,25.86,,,41.78,5.97,32.73,£50.00,,
fuse_energy,South Wales,CF14 2DY,2026-03-06T04:20:09.130949,Fixed (13m) v6,26.01,,,48.81,6.08,33.49,£50.00,,
fuse_energy,South West,PL9 7BS,2026-03-06T04:21:30.478091,Fixed (13m) v6,26.38,,,49.54,6.11,32.88,£50.00,,
fuse_energy,Yorkshire,YO31 1DT,2026-03-06T04:22:28.678740,Fixed (13m) v6,25.63,,,53.89,5.9,33.35,£50.00,,
fuse_energy,North Scotland,AB24 3EN,2026-03-06T04:23:24.336881,Fixed (13m) v6,26.01,,,54.98,5.87,33.42,£50.00,,
fuse_energy,South Scotland,G20 6NQ,2026-03-06T04:25:11.282209,Fixed (13m) v6,26.08,,,53.74,7.53,23.71,£50.00,,
